country	continent	year	pop	lifeExp	gdpPercap	color
Comoros	Africa	1977	304739	50.939	1172.603047	#FDD9A8
Bahrain	Asia	1977	297410	65.593	19340.10196	#E7D4E8
Djibouti	Africa	1977	228694	46.519	3081.761022	#FDDCAF
Iceland	Europe	1977	221823	76.11	19654.96247	#E6F5D0
Equatorial Guinea	Africa	1977	192675	42.024	958.5668124	#FDD6A2
Sao Tome and Principe	Africa	1977	86796	58.55	1737.561657	#FEE0B6
China	Asia	1982	1000281000	65.525	962.4213805	#40004B
India	Asia	1982	7.08e+08	56.596	855.7235377	#460552
United States	Americas	1982	232187835	74.65	25009.55914	#A50026
Indonesia	Asia	1982	153343000	56.159	1516.872988	#540F60
Brazil	Americas	1982	128962939	63.336	7030.835878	#AD0826
Japan	Asia	1982	118454974	77.11	19384.10571	#4D0A59
Bangladesh	Asia	1982	93074406	50.009	676.9818656	#5B1567
Pakistan	Asia	1982	91462088	56.158	1443.429832	#611A6D
Germany	Europe	1982	78335266	73.8	22031.53274	#276419
Nigeria	Africa	1982	73039376	45.826	1576.97375	#7F3B08
Mexico	Americas	1982	71640904	67.405	9611.147541	#B51026
Italy	Europe	1982	56535636	74.98	16537.4835	#31701B
United Kingdom	Europe	1982	56339704	74.04	18232.42452	#2C6A1A
Vietnam	Asia	1982	56142181	58.816	707.2357863	#681F75
France	Europe	1982	54433565	74.89	20293.89746	#36771C
Philippines	Asia	1982	53456774	62.082	2603.273765	#6F247B
Thailand	Asia	1982	48827160	64.597	2393.219781	#762A83
Turkey	Europe	1982	47328791	61.036	4241.356344	#468A1F
Egypt	Africa	1982	45681811	56.006	3503.729636	#833D07
Iran	Asia	1982	43072751	59.62	7608.334602	#834492
Korea, Rep.	Asia	1982	39326000	67.123	5622.942464	#7A3288
Ethiopia	Africa	1982	38111756	44.916	577.8607471	#873F07
Spain	Europe	1982	37983310	76.3	13926.16997	#3B7D1D
Poland	Europe	1982	36227381	71.32	8451.531004	#41831E
Myanmar	Asia	1982	34680442	58.056	424	#7E3B8C
South Africa	Africa	1982	31140029	58.161	8568.266228	#8B4107
Congo, Dem. Rep.	Africa	1982	30646495	47.784	673.7478181	#8F4407
Argentina	Americas	1982	29341374	69.942	8997.897412	#BE1826
Colombia	Americas	1982	27764644	66.653	4397.575659	#CE2726
Canada	Americas	1982	25201900	75.76	22898.79214	#C62026
Romania	Europe	1982	22356726	69.66	9605.314053	#4B9020
Sudan	Africa	1982	20367053	50.338	1895.544073	#9B4A06
Morocco	Africa	1982	20198730	59.65	2702.620356	#934607
Algeria	Africa	1982	20033753	61.368	5745.160213	#974807
Tanzania	Africa	1982	19844382	50.608	874.2426069	#9F4D06
Taiwan	Asia	1982	18501390	72.16	7426.354774	#905EA1
Peru	Americas	1982	18125129	61.406	6434.501797	#D73027
Kenya	Africa	1982	17661452	58.766	1348.225791	#A34F06
Korea, Dem. Rep.	Asia	1982	17647518	69.1	4106.525293	#8B559B
Nepal	Asia	1982	15796314	49.594	718.3730947	#874D96
Venezuela	Americas	1982	15620766	68.557	11152.41011	#E54E35
Sri Lanka	Asia	1982	15410151	68.757	1648.079789	#9970AB
Australia	Oceania	1982	15184200	74.74	19477.00928	#313695
Malaysia	Asia	1982	14441916	68	4920.355951	#9E76AF
Netherlands	Europe	1982	14310401	76.05	21399.46046	#529624
Iraq	Asia	1982	14173318	62.038	14517.90711	#A37DB3
Uganda	Africa	1982	12939400	49.849	682.2662268	#AB5406
Afghanistan	Asia	1982	12881816	39.854	978.0114388	#9467A5
Mozambique	Africa	1982	12587223	42.795	462.2114149	#A75106
Chile	Americas	1982	11487112	70.565	5095.665738	#DB3A2B
Ghana	Africa	1982	11400338	53.744	876.032569	#AF5606
Saudi Arabia	Asia	1982	11254672	63.012	33693.17525	#B291C1
Hungary	Europe	1982	10705535	69.39	12545.99066	#599C28
Czech Republic	Europe	1982	10303704	70.96	15377.22855	#5FA12D
Portugal	Europe	1982	9859650	72.77	11753.84291	#6DAD35
Belgium	Europe	1982	9856303	73.93	20979.84589	#66A731
Cuba	Americas	1982	9789224	73.717	7316.918107	#E04430
Greece	Europe	1982	9786480	75.24	15268.42089	#74B33A
Yemen, Rep.	Asia	1982	9657618	49.113	1977.55701	#A883B8
Syria	Asia	1982	9410494	64.59	3761.837715	#B797C6
Cameroon	Africa	1982	9250831	52.961	2367.983282	#B35806
Madagascar	Africa	1982	9171477	48.969	1302.878658	#B75C07
Serbia	Europe	1982	9032824	70.162	15181.0927	#92C858
Cote d'Ivoire	Africa	1982	9025951	53.983	2602.710169	#D0730F
Bulgaria	Europe	1982	8892098	71.08	8224.191647	#7BB93E
Ecuador	Americas	1982	8365850	64.342	7213.791267	#EA5839
Sweden	Europe	1982	8325260	76.42	20667.38125	#82BE45
Zimbabwe	Africa	1982	7636524	60.363	788.8550411	#CC6F0D
Austria	Europe	1982	7574613	73.18	21597.08362	#8AC34F
Cambodia	Asia	1982	7272485	50.957	624.4754784	#AD8ABD
Angola	Africa	1982	7016384	39.942	2756.953672	#BE6209
Mali	Africa	1982	6998256	43.916	618.0140641	#C2650A
Tunisia	Africa	1982	6734098	64.048	3560.233174	#C5690B
Burkina Faso	Africa	1982	6634596	48.122	807.1985855	#BA5F08
Malawi	Africa	1982	6502825	45.642	632.8039209	#D37610
Switzerland	Europe	1982	6468126	76.21	28397.71512	#9ACD62
Niger	Africa	1982	6437188	42.598	909.7221354	#C96C0C
Guatemala	Americas	1982	6395630	58.137	4820.49479	#F46D43
Senegal	Africa	1982	6147783	52.379	1518.479984	#D77911
Zambia	Africa	1982	6100407	51.821	1408.678565	#DE8013
Dominican Republic	Americas	1982	5968349	63.727	2861.092386	#F7824D
Somalia	Africa	1982	5828892	42.955	1176.807031	#E58C23
Bolivia	Americas	1982	5642224	53.859	3156.510452	#F57748
Rwanda	Africa	1982	5507565	46.218	881.5706467	#E3881D
Hong Kong, China	Asia	1982	5264500	75.45	14560.53051	#BC9ECA
Haiti	Americas	1982	5198399	51.461	2011.159549	#EF623E
Denmark	Europe	1982	5117810	74.63	21688.04048	#A2D26B
Slovak Republic	Europe	1982	5048043	70.8	11348.54585	#B9E188
Chad	Africa	1982	4875118	49.517	797.9081006	#DA7D12
Finland	Europe	1982	4826933	74.55	18533.15761	#AAD875
Guinea	Africa	1982	4710497	42.891	857.2503577	#E18417
Burundi	Africa	1982	4580410	47.471	559.603231	#E79029
El Salvador	Americas	1982	4474873	56.604	4098.344175	#FBA35B
Croatia	Europe	1982	4413368	70.46	13221.82184	#B2DD7E
Bosnia and Herzegovina	Europe	1982	4172693	70.69	4126.613157	#CCE9A7
Norway	Europe	1982	4114787	75.97	26298.63531	#BFE492
Israel	Asia	1982	3858421	74.45	15367.0292	#C2A5CF
Honduras	Americas	1982	3669448	60.909	3121.760794	#FDB668
Benin	Africa	1982	3641603	50.904	1277.897616	#EC9936
Ireland	Europe	1982	3480000	73.1	12618.32141	#C6E79C
Sierra Leone	Africa	1982	3464522	38.445	1465.010784	#EA952F
Paraguay	Americas	1982	3366439	66.874	4258.503604	#FDAE61
Libya	Africa	1982	3344074	62.155	17364.27538	#F7AE55
Puerto Rico	Americas	1982	3279001	73.75	10330.98915	#FA9856
New Zealand	Oceania	1982	3210650	73.84	17632.4104	#4575B4
Lebanon	Asia	1982	3086876	66.983	7640.519521	#C6AAD2
Nicaragua	Americas	1982	2979423	59.298	3470.338156	#FDC778
Uruguay	Americas	1982	2953997	70.805	6920.223051	#F88D51
Albania	Europe	1982	2780097	70.42	3630.880722	#D9EFBB
Singapore	Asia	1982	2651869	71.76	15169.16112	#CBB0D5
Togo	Africa	1982	2644765	55.471	1344.577953	#F3A548
Eritrea	Africa	1982	2637297	43.89	524.8758493	#EE9D3C
Central African Republic	Africa	1982	2476971	48.295	956.7529907	#F1A142
Costa Rica	Americas	1982	2424367	73.45	5262.734751	#FDD788
Jordan	Asia	1982	2347031	63.739	4161.415959	#D9C2DE
Jamaica	Americas	1982	2298309	71.21	6068.05135	#FDBE70
Panama	Americas	1982	2036305	70.472	7009.601598	#FDCF80
Liberia	Africa	1982	1956875	44.852	572.1995694	#FAB25B
Slovenia	Europe	1982	1861252	71.063	17866.72175	#D2ECB1
Congo, Rep.	Africa	1982	1774735	56.695	4879.507522	#FCB661
Mongolia	Asia	1982	1756032	57.489	2000.603139	#D4BCDB
Mauritania	Africa	1982	1622136	53.599	1481.150189	#F5AA4E
Kuwait	Asia	1982	1497494	71.309	31354.03573	#E2CEE4
West Bank and Gaza	Asia	1982	1425876	64.406	4336.032082	#CFB6D8
Lesotho	Africa	1982	1411807	55.078	797.2631074	#FDBA67
Oman	Asia	1982	1301048	62.728	12954.79101	#DDC8E1
Trinidad and Tobago	Americas	1982	1116479	68.832	9119.528607	#FEE090
Namibia	Africa	1982	1099010	58.968	4191.100511	#FDC37B
Mauritius	Africa	1982	992040	66.711	3688.037739	#FDC074
Botswana	Africa	1982	970347	61.484	4551.14215	#FDC681
Guinea-Bissau	Africa	1982	825987	39.327	838.1239671	#FDBD6E
Gabon	Africa	1982	753874	56.564	15113.36194	#FDCA88
Gambia	Africa	1982	715523	45.58	835.8096108	#FDD095
Swaziland	Africa	1982	649901	55.561	3895.384018	#FDCD8E
Montenegro	Europe	1982	562548	74.101	11222.58762	#DFF2C5
Reunion	Africa	1982	517810	69.885	5267.219353	#FDD39B
Bahrain	Asia	1982	377967	69.052	19211.14731	#E7D4E8
Comoros	Africa	1982	348643	52.933	1267.100083	#FDD9A8
Djibouti	Africa	1982	305991	48.812	2879.468067	#FDDCAF
Equatorial Guinea	Africa	1982	285483	43.662	927.8253427	#FDD6A2
Iceland	Europe	1982	233997	76.99	23269.6075	#E6F5D0
Sao Tome and Principe	Africa	1982	98593	60.351	1890.218117	#FEE0B6
China	Asia	1987	1084035000	67.274	1378.904018	#40004B
India	Asia	1987	7.88e+08	58.553	976.5126756	#460552
United States	Americas	1987	242803533	75.02	29884.35041	#A50026
Indonesia	Asia	1987	169276000	60.137	1748.356961	#540F60
Brazil	Americas	1987	142938076	65.205	7807.095818	#AD0826
Japan	Asia	1987	122091325	78.67	22375.94189	#4D0A59
Pakistan	Asia	1987	105186881	58.245	1704.686583	#611A6D
Bangladesh	Asia	1987	103764241	52.819	751.9794035	#5B1567
Nigeria	Africa	1987	81551520	46.886	1385.029563	#7F3B08
Mexico	Americas	1987	80122492	69.498	8688.156003	#B51026
Germany	Europe	1987	77718298	74.847	24639.18566	#276419
Vietnam	Asia	1987	62826491	62.82	820.7994449	#681F75
Philippines	Asia	1987	60017788	64.151	2189.634995	#6F247B
United Kingdom	Europe	1987	56981620	75.007	21664.78767	#2C6A1A
Italy	Europe	1987	56729703	76.42	19207.23482	#31701B
France	Europe	1987	55630100	76.34	22066.44214	#36771C
Thailand	Asia	1987	52910342	66.084	2982.653773	#762A83
Turkey	Europe	1987	52881328	63.108	5089.043686	#468A1F
Egypt	Africa	1987	52799062	59.797	3885.46071	#833D07
Iran	Asia	1987	51889696	63.04	6642.881371	#834492
Ethiopia	Africa	1987	42999530	46.684	573.7413142	#873F07
Korea, Rep.	Asia	1987	41622000	69.81	8533.088805	#7A3288
Spain	Europe	1987	38880702	76.9	15764.98313	#3B7D1D
Myanmar	Asia	1987	38028578	58.339	385	#7E3B8C
Poland	Europe	1987	37740710	70.98	9082.351172	#41831E
South Africa	Africa	1987	35933379	60.834	7825.823398	#8B4107
Congo, Dem. Rep.	Africa	1987	35481645	47.412	672.774812	#8F4407
Argentina	Americas	1987	31620918	70.774	9139.671389	#BE1826
Colombia	Americas	1987	30964245	67.768	4903.2191	#CE2726
Canada	Americas	1987	26549700	76.86	26626.51503	#C62026
Sudan	Africa	1987	24725960	51.744	1507.819159	#9B4A06
Algeria	Africa	1987	23254956	65.799	5681.358539	#974807
Tanzania	Africa	1987	23040630	51.535	831.8220794	#9F4D06
Morocco	Africa	1987	22987397	62.677	2755.046991	#934607
Romania	Europe	1987	22686371	69.53	9696.273295	#4B9020
Kenya	Africa	1987	21198082	59.339	1361.936856	#A34F06
Peru	Americas	1987	20195924	64.134	6360.943444	#D73027
Taiwan	Asia	1987	19757799	73.4	11054.56175	#905EA1
Korea, Dem. Rep.	Asia	1987	19067554	70.647	4106.492315	#8B559B
Nepal	Asia	1987	17917180	52.537	775.6324501	#874D96
Venezuela	Americas	1987	17910182	70.19	9883.584648	#E54E35
Iraq	Asia	1987	16543189	65.044	11643.57268	#A37DB3
Sri Lanka	Asia	1987	16495304	69.011	1876.766827	#9970AB
Malaysia	Asia	1987	16331785	69.5	5249.802653	#9E76AF
Australia	Oceania	1987	16257249	76.32	21888.88903	#313695
Uganda	Africa	1987	15283050	51.509	617.7244065	#AB5406
Netherlands	Europe	1987	14665278	76.83	23651.32361	#529624
Saudi Arabia	Asia	1987	14619745	66.295	21198.26136	#B291C1
Ghana	Africa	1987	14168101	55.729	847.0061135	#AF5606
Afghanistan	Asia	1987	13867957	40.822	852.3959448	#9467A5
Mozambique	Africa	1987	12891952	42.861	389.8761846	#A75106
Chile	Americas	1987	12463354	72.492	5547.063754	#DB3A2B
Syria	Asia	1987	11242847	66.974	3116.774285	#B797C6
Yemen, Rep.	Asia	1987	11219340	52.922	1971.741538	#A883B8
Cameroon	Africa	1987	10780667	54.985	2602.664206	#B35806
Cote d'Ivoire	Africa	1987	10761098	54.655	2156.956069	#D0730F
Hungary	Europe	1987	10612740	69.58	12986.47998	#599C28
Madagascar	Africa	1987	10568642	49.35	1155.441948	#B75C07
Czech Republic	Europe	1987	10311597	71.58	16310.4434	#5FA12D
Cuba	Americas	1987	10239839	74.174	7532.924763	#E04430
Greece	Europe	1987	9974490	76.67	16120.52839	#74B33A
Portugal	Europe	1987	9915289	74.06	13039.30876	#6DAD35
Belgium	Europe	1987	9870200	75.35	22525.56308	#66A731
Ecuador	Americas	1987	9545158	67.231	6481.776993	#EA5839
Serbia	Europe	1987	9230783	71.218	15870.87851	#92C858
Zimbabwe	Africa	1987	9216418	62.351	706.1573059	#CC6F0D
Bulgaria	Europe	1987	8971958	71.34	8239.854824	#7BB93E
Sweden	Europe	1987	8421403	77.19	23586.92927	#82BE45
Cambodia	Asia	1987	8371791	53.914	683.8955732	#AD8ABD
Angola	Africa	1987	7874230	39.906	2430.208311	#BE6209
Malawi	Africa	1987	7824747	47.457	635.5173634	#D37610
Tunisia	Africa	1987	7724976	66.894	3810.419296	#C5690B
Mali	Africa	1987	7634008	46.364	684.1715576	#C2650A
Burkina Faso	Africa	1987	7586551	49.557	912.0631417	#BA5F08
Austria	Europe	1987	7578903	74.94	23687.82607	#8AC34F
Niger	Africa	1987	7332638	44.555	668.3000228	#C96C0C
Guatemala	Americas	1987	7326406	60.782	4246.485974	#F46D43
Zambia	Africa	1987	7272406	50.821	1213.315116	#DE8013
Senegal	Africa	1987	7171347	55.769	1441.72072	#D77911
Somalia	Africa	1987	6921858	44.501	1093.244963	#E58C23
Dominican Republic	Americas	1987	6655297	66.046	2899.842175	#F7824D
Switzerland	Europe	1987	6649942	77.41	30281.70459	#9ACD62
Rwanda	Africa	1987	6349365	44.02	847.991217	#E3881D
Bolivia	Americas	1987	6156369	57.251	2753.69149	#F57748
Haiti	Americas	1987	5756203	53.636	1823.015995	#EF623E
Guinea	Africa	1987	5650262	45.552	805.5724718	#E18417
Hong Kong, China	Asia	1987	5584510	76.2	20038.47269	#BC9ECA
Chad	Africa	1987	5498955	51.051	952.386129	#DA7D12
Slovak Republic	Europe	1987	5199318	71.08	12037.26758	#B9E188
Denmark	Europe	1987	5127024	74.8	25116.17581	#A2D26B
Burundi	Africa	1987	5126023	48.211	621.8188189	#E79029
Finland	Europe	1987	4931729	74.83	21141.01223	#AAD875
El Salvador	Americas	1987	4842194	63.154	4140.442097	#FBA35B
Croatia	Europe	1987	4484310	71.52	13822.58394	#B2DD7E
Honduras	Americas	1987	4372203	64.492	3023.096699	#FDB668
Bosnia and Herzegovina	Europe	1987	4338977	71.14	4314.114757	#CCE9A7
Benin	Africa	1987	4243788	52.337	1225.85601	#EC9936
Israel	Asia	1987	4203148	75.6	17122.47986	#C2A5CF
Norway	Europe	1987	4186147	75.89	31540.9748	#BFE492
Paraguay	Americas	1987	3886512	67.378	3998.875695	#FDAE61
Sierra Leone	Africa	1987	3868905	40.006	1294.447788	#EA952F
Libya	Africa	1987	3799845	66.234	11770.5898	#F7AE55
Ireland	Europe	1987	3539900	74.36	13872.86652	#C6E79C
Puerto Rico	Americas	1987	3444468	74.63	12281.34191	#FA9856
Nicaragua	Americas	1987	3344353	62.008	2955.984375	#FDC778
New Zealand	Oceania	1987	3317166	74.32	19007.19129	#4575B4
Togo	Africa	1987	3154264	56.941	1202.201361	#F3A548
Lebanon	Asia	1987	3089353	67.926	5377.091329	#C6AAD2
Albania	Europe	1987	3075321	72	3738.932735	#D9EFBB
Uruguay	Americas	1987	3045153	71.918	7452.398969	#F88D51
Eritrea	Africa	1987	2915959	46.453	521.1341333	#EE9D3C
Central African Republic	Africa	1987	2840009	50.485	844.8763504	#F1A142
Jordan	Asia	1987	2820042	65.869	4448.679912	#D9C2DE
Costa Rica	Americas	1987	2799811	74.752	5629.915318	#FDD788
Singapore	Asia	1987	2794552	73.56	18861.53081	#CBB0D5
Jamaica	Americas	1987	2326606	71.77	6351.237495	#FDBE70
Liberia	Africa	1987	2269414	46.027	506.1138573	#FAB25B
Panama	Americas	1987	2253639	71.523	7034.779161	#FDCF80
Congo, Rep.	Africa	1987	2064095	57.47	4201.194937	#FCB661
Mongolia	Asia	1987	2015133	60.222	2338.008304	#D4BCDB
Slovenia	Europe	1987	1945870	72.25	18678.53492	#D2ECB1
Kuwait	Asia	1987	1891487	74.174	28118.42998	#E2CEE4
Mauritania	Africa	1987	1841240	56.145	1421.603576	#F5AA4E
West Bank and Gaza	Asia	1987	1691210	67.046	5107.197384	#CFB6D8
Lesotho	Africa	1987	1599200	57.18	773.9932141	#FDBA67
Oman	Asia	1987	1593882	67.734	18115.22313	#DDC8E1
Namibia	Africa	1987	1278184	60.835	3693.731337	#FDC37B
Trinidad and Tobago	Americas	1987	1191336	69.582	7388.597823	#FEE090
Botswana	Africa	1987	1151184	63.622	6205.88385	#FDC681
Mauritius	Africa	1987	1042663	68.74	4783.586903	#FDC074
Guinea-Bissau	Africa	1987	927524	41.245	736.4153921	#FDBD6E
Gabon	Africa	1987	880397	60.19	11864.40844	#FDCA88
Gambia	Africa	1987	848406	49.265	611.6588611	#FDD095
Swaziland	Africa	1987	779348	57.678	3984.839812	#FDCD8E
Montenegro	Europe	1987	569473	74.865	11732.51017	#DFF2C5
Reunion	Africa	1987	562035	71.913	5303.377488	#FDD39B
Bahrain	Asia	1987	454612	70.75	18524.02406	#E7D4E8
Comoros	Africa	1987	395114	54.926	1315.980812	#FDD9A8
Equatorial Guinea	Africa	1987	341244	45.664	966.8968149	#FDD6A2
Djibouti	Africa	1987	311025	50.04	2880.102568	#FDDCAF
Iceland	Europe	1987	244676	77.23	26923.20628	#E6F5D0
Sao Tome and Principe	Africa	1987	110812	61.728	1516.525457	#FEE0B6
China	Asia	1992	1164970000	68.69	1655.784158	#40004B
India	Asia	1992	8.72e+08	60.223	1164.406809	#460552
United States	Americas	1992	256894189	76.09	32003.93224	#A50026
Indonesia	Asia	1992	184816000	62.681	2383.140898	#540F60
Brazil	Americas	1992	155975974	67.057	6950.283021	#AD0826
Japan	Asia	1992	124329269	79.36	26824.89511	#4D0A59
Pakistan	Asia	1992	120065004	60.838	1971.829464	#611A6D
Bangladesh	Asia	1992	113704579	56.018	837.8101643	#5B1567
Nigeria	Africa	1992	93364244	47.472	1619.848217	#7F3B08
Mexico	Americas	1992	88111030	71.455	9472.384295	#B51026
Germany	Europe	1992	80597764	76.07	26505.30317	#276419
Vietnam	Asia	1992	69940728	67.662	989.0231487	#681F75
Philippines	Asia	1992	67185766	66.458	2279.324017	#6F247B
Iran	Asia	1992	60397973	65.742	7235.653188	#834492
Egypt	Africa	1992	59402198	63.674	3794.755195	#833D07
Turkey	Europe	1992	58179144	66.146	5678.348271	#468A1F
United Kingdom	Europe	1992	57866349	76.42	22705.09254	#2C6A1A
France	Europe	1992	57374179	77.46	24703.79615	#36771C
Italy	Europe	1992	56840847	77.44	22013.64486	#31701B
Thailand	Asia	1992	56667095	67.298	4616.896545	#762A83
Ethiopia	Africa	1992	52088559	48.091	421.3534653	#873F07
Korea, Rep.	Asia	1992	43805450	72.244	12104.27872	#7A3288
Congo, Dem. Rep.	Africa	1992	41672143	45.548	457.7191807	#8F4407
Myanmar	Asia	1992	40546538	59.32	347	#7E3B8C
South Africa	Africa	1992	39964159	61.888	7225.069258	#8B4107
Spain	Europe	1992	39549438	77.57	18603.06452	#3B7D1D
Poland	Europe	1992	38370697	70.99	7738.881247	#41831E
Colombia	Americas	1992	34202721	68.421	5444.648617	#CE2726
Argentina	Americas	1992	33958947	71.868	9308.41871	#BE1826
Canada	Americas	1992	28523502	77.95	26342.88426	#C62026
Sudan	Africa	1992	28227588	53.556	1492.197043	#9B4A06
Tanzania	Africa	1992	26605473	50.44	825.682454	#9F4D06
Algeria	Africa	1992	26298373	67.744	5023.216647	#974807
Morocco	Africa	1992	25798239	65.393	2948.047252	#934607
Kenya	Africa	1992	25020539	59.285	1341.921721	#A34F06
Romania	Europe	1992	22797027	69.36	6598.409903	#4B9020
Peru	Americas	1992	22430449	66.458	4446.380924	#D73027
Korea, Dem. Rep.	Asia	1992	20711375	69.978	3726.063507	#8B559B
Taiwan	Asia	1992	20686918	74.26	15215.6579	#905EA1
Nepal	Asia	1992	20326209	55.727	897.7403604	#874D96
Venezuela	Americas	1992	20265563	71.15	10733.92631	#E54E35
Malaysia	Asia	1992	18319502	70.693	7277.912802	#9E76AF
Uganda	Africa	1992	18252190	48.825	644.1707969	#AB5406
Iraq	Asia	1992	17861905	59.461	3745.640687	#A37DB3
Sri Lanka	Asia	1992	17587060	70.379	2153.739222	#9970AB
Australia	Oceania	1992	17481977	77.56	23424.76683	#313695
Saudi Arabia	Asia	1992	16945857	68.768	24841.61777	#B291C1
Afghanistan	Asia	1992	16317921	41.674	649.3413952	#9467A5
Ghana	Africa	1992	16278738	57.501	925.060154	#AF5606
Netherlands	Europe	1992	15174244	77.42	26790.94961	#529624
Chile	Americas	1992	13572994	74.126	7596.125964	#DB3A2B
Yemen, Rep.	Asia	1992	13367997	55.599	1879.496673	#A883B8
Syria	Asia	1992	13219062	69.249	3340.542768	#B797C6
Mozambique	Africa	1992	13160731	44.284	410.8968239	#A75106
Cote d'Ivoire	Africa	1992	12772596	52.044	1648.073791	#D0730F
Cameroon	Africa	1992	12467171	54.314	1793.163278	#B35806
Madagascar	Africa	1992	12210395	52.214	1040.67619	#B75C07
Ecuador	Americas	1992	10748394	69.613	7103.702595	#EA5839
Cuba	Americas	1992	10723260	74.414	5592.843963	#E04430
Zimbabwe	Africa	1992	10704340	60.377	693.4207856	#CC6F0D
Hungary	Europe	1992	10348684	69.17	10535.62855	#599C28
Greece	Europe	1992	10325429	77.03	17541.49634	#74B33A
Czech Republic	Europe	1992	10315702	72.4	14297.02122	#5FA12D
Cambodia	Asia	1992	10150094	55.803	682.3031755	#AD8ABD
Belgium	Europe	1992	10045622	76.46	25575.57069	#66A731
Malawi	Africa	1992	10014249	49.42	563.2000145	#D37610
Portugal	Europe	1992	9927680	74.86	16207.26663	#6DAD35
Serbia	Europe	1992	9826397	71.659	9325.068238	#92C858
Burkina Faso	Africa	1992	8878303	50.26	931.7527731	#BA5F08
Angola	Africa	1992	8735988	40.647	2627.845685	#BE6209
Sweden	Europe	1992	8718867	78.16	23880.01683	#82BE45
Bulgaria	Europe	1992	8658506	71.19	6302.623438	#7BB93E
Tunisia	Africa	1992	8523077	70.001	4332.720164	#C5690B
Guatemala	Americas	1992	8486949	63.373	4439.45084	#F46D43
Mali	Africa	1992	8416215	48.388	739.014375	#C2650A
Niger	Africa	1992	8392818	47.391	581.182725	#C96C0C
Zambia	Africa	1992	8381163	46.1	1210.884633	#DE8013
Senegal	Africa	1992	8307920	58.196	1367.899369	#D77911
Austria	Europe	1992	7914969	76.04	27042.01868	#8AC34F
Dominican Republic	Americas	1992	7351181	68.457	3044.214214	#F7824D
Rwanda	Africa	1992	7290203	23.599	737.0685949	#E3881D
Switzerland	Europe	1992	6995447	78.03	31871.5303	#9ACD62
Guinea	Africa	1992	6990574	48.576	794.3484384	#E18417
Bolivia	Americas	1992	6893451	59.957	2961.699694	#F57748
Chad	Africa	1992	6429417	51.724	1058.0643	#DA7D12
Haiti	Americas	1992	6326682	55.089	1456.309517	#EF623E
Somalia	Africa	1992	6099799	39.658	926.9602964	#E58C23
Hong Kong, China	Asia	1992	5829696	77.601	24757.60301	#BC9ECA
Burundi	Africa	1992	5809236	44.736	631.6998778	#E79029
Slovak Republic	Europe	1992	5302888	71.38	9498.467723	#B9E188
El Salvador	Americas	1992	5274649	66.798	4444.2317	#FBA35B
Denmark	Europe	1992	5171393	75.33	26406.73985	#A2D26B
Honduras	Americas	1992	5077347	66.399	3081.694603	#FDB668
Finland	Europe	1992	5041039	75.7	20647.16499	#AAD875
Benin	Africa	1992	4981671	53.919	1191.207681	#EC9936
Israel	Asia	1992	4936550	76.93	18051.52254	#C2A5CF
Croatia	Europe	1992	4494013	72.527	8447.794873	#B2DD7E
Paraguay	Americas	1992	4483945	68.225	4196.411078	#FDAE61
Libya	Africa	1992	4364501	68.755	9640.138501	#F7AE55
Norway	Europe	1992	4286357	77.32	33965.66115	#BFE492
Sierra Leone	Africa	1992	4260884	38.333	1068.696278	#EA952F
Bosnia and Herzegovina	Europe	1992	4256013	72.178	2546.781445	#CCE9A7
Nicaragua	Americas	1992	4017939	65.843	2170.151724	#FDC778
Jordan	Asia	1992	3867409	68.015	3431.593647	#D9C2DE
Togo	Africa	1992	3747553	58.061	1034.298904	#F3A548
Eritrea	Africa	1992	3668440	49.991	582.8585102	#EE9D3C
Puerto Rico	Americas	1992	3585176	73.911	14641.58711	#FA9856
Ireland	Europe	1992	3557761	75.467	17558.81555	#C6E79C
New Zealand	Oceania	1992	3437674	76.33	18363.32494	#4575B4
Albania	Europe	1992	3326498	71.581	2497.437901	#D9EFBB
Central African Republic	Africa	1992	3265124	49.396	747.9055252	#F1A142
Singapore	Asia	1992	3235865	75.788	24769.8912	#CBB0D5
Lebanon	Asia	1992	3219994	69.292	6890.806854	#C6AAD2
Costa Rica	Americas	1992	3173216	75.713	6160.416317	#FDD788
Uruguay	Americas	1992	3149262	72.752	8137.004775	#F88D51
Panama	Americas	1992	2484997	72.462	6618.74305	#FDCF80
Congo, Rep.	Africa	1992	2409073	56.433	4016.239529	#FCB661
Jamaica	Americas	1992	2378618	71.766	7404.923685	#FDBE70
Mongolia	Asia	1992	2312802	61.271	1785.402016	#D4BCDB
Mauritania	Africa	1992	2119465	58.333	1361.369784	#F5AA4E
West Bank and Gaza	Asia	1992	2104779	69.718	6017.654756	#CFB6D8
Slovenia	Europe	1992	1999210	73.64	14214.71681	#D2ECB1
Oman	Asia	1992	1915208	71.197	18616.70691	#DDC8E1
Liberia	Africa	1992	1912974	40.802	636.6229191	#FAB25B
Lesotho	Africa	1992	1803195	59.685	977.4862725	#FDBA67
Namibia	Africa	1992	1554253	61.999	3804.537999	#FDC37B
Kuwait	Asia	1992	1418095	75.19	34932.91959	#E2CEE4
Botswana	Africa	1992	1342614	62.745	7954.111645	#FDC681
Trinidad and Tobago	Americas	1992	1183669	69.862	7370.990932	#FEE090
Mauritius	Africa	1992	1096202	69.745	6058.253846	#FDC074
Guinea-Bissau	Africa	1992	1050938	43.266	745.5398706	#FDBD6E
Gambia	Africa	1992	1025384	52.644	665.6244126	#FDD095
